tSNE1,tSNE2,Split,Folder,NA_Type
26.92157,15.239396,Total,1PBR_benzimidazole_analog_rRNA_14,RNA
-0.8937433,26.23423,Total,1PBR_Perazidoparomomycin_derivative_13,RNA
-2.0197008,27.130884,Total,6HAG_SAM,RNA
-3.414287,26.210836,Total,7XD5_l-arginine_ethyl_ester,RNA
-3.681985,27.268713,Total,7SXP_Compound_17,RNA
-2.0088904,24.81495,Total,6WZS,RNA
-2.0397,24.929428,Total,1PBR_benzimidazole_analog_rRNA_13,RNA
0.22237861,26.756903,Strat,8XZW,RNA
0.23764068,26.254887,Total,1KOC,RNA
-0.001309198,26.24167,Total,3TZR_Compd_39,RNA
-1.7029276,29.108704,Total,5XI1_Tetrachlorofluorescein,RNA
-5.8384204,31.576534,Total,7SXP_Nafamostat,RNA
2.0213294,27.345026,Total,7XD5_creatine,RNA
2.2564762,27.314299,Total,1BYJ_Gentamicin_c2,RNA
-6.274662,32.45769,Total,1PBR_methylpyridine_der_3,RNA
-0.8712101,35.687332,Total,6TF1,RNA
-25.24028,15.779413,Total,8XZE,RNA
23.210766,6.5972667,Total,7TD7_pyrithiamine,RNA
1.8844895,-2.5556014,Total,7WIE_Folinic_acid,RNA
-0.5365118,2.2705543,Strat,8D28_Compound_21,RNA
1.2383661,2.3967276,Total,1PBR_5E1bromophenyl52piperazin1,RNA
-1.0324802,1.8104274,Strat,8D28_Compound_19,RNA
1.3420016,2.640603,Total,1PBR_benzimidazole_analog_rRNA_40,RNA
-29.311916,13.127167,Total,7TZS_Molecule_10,RNA
-29.29816,13.134964,Total,1KOD,RNA
-11.815906,-11.699623,Total,2CKY,RNA
1.8615351,-15.940899,Strat,8D28_Compound_26,RNA
-19.603422,-9.130078,Total,1PBR_methylpyridine_der_4,RNA
-19.011944,-12.374728,Total,1FYP,RNA
-10.920276,7.66479,Total,1PBR_Aminoglycoside_derivative_3,RNA
-10.694528,7.8874187,Total,2GDI,RNA
-11.073634,-8.073609,Total,1AJU,RNA
23.31832,-17.944641,Total,1PBR_Spiro-ether_compound_5,RNA
1.8010914,-16.340654,Total,1PBR_Ether_paromomycin_derivative_3,RNA
18.266342,-12.1369,Strat,3V7E,RNA
-0.34227905,-23.81646,Total,6E8S_TO3-Biotin,RNA
-1.6874938,-20.77217,Total,1AJU_l-arginine,RNA
-0.04661334,14.231839,Total,"1PBR_4-hydroxy-2-oxo-N-(3-(piperidin-1-yl)propyl)-1,2,3,4,5,6,7,8-octahydroquinoline-3-carboxamide",RNA
-0.7400627,4.439884,Total,8D28_Compound_10,RNA
-7.7718377,10.00869,Total,7XD5_5-guanidinic_valeric_acid,RNA
-0.57867694,13.283963,Total,3TZR_Compd_37,RNA
-0.9777031,13.077234,Total,2F4T,RNA
1.3180641,14.562301,Total,1J7T_Hygromycin_B,RNA
-18.400166,10.829994,Total,1PBR_Ether_paromomycin_derivative_4,RNA
11.719107,-12.761151,Total,1PBR_Spiro-ether_compound_2,RNA
-0.58092356,13.2702875,Total,3SKI,RNA
0.3135077,13.426828,Total,1PBR_Aminoglycoside_derivative_4,RNA
-0.3654414,14.045367,Total,1BYJ,RNA
7.7208533,-5.3502607,Total,8D28_Compound_28,RNA
16.387053,9.136624,Total,1AJU_DMA-195,RNA
3.7541177,43.572758,Total,6CK4,RNA
3.2202113,43.849133,Total,1PBR_Perazidoparomomycin_derivative_9,RNA
-10.843465,-16.703295,Strat,8D28_Compound_17,RNA
-31.468067,-6.811776,Total,3TZR_Tobramycin,RNA
-31.064806,-6.4148684,Total,7XD5_3-guanidinic_propionic_acid,RNA
-30.82106,-5.68683,Total,4ERJ_Lysinamide,RNA
16.311,15.625865,Total,8D28_Compound_35,RNA
28.164112,15.340981,Total,5XI1_Hesperidine,RNA
28.592136,14.618358,Total,"1PBR_3-(3-(4-methylpiperazin-1-yl)propyl)-3H-pyrimido[5,4-b]indol-4(5H)-one",RNA
17.039333,8.99178,Total,1PBR_Aminoglycoside_derivative_25,RNA
4.2152753,9.780992,Strat,8D28_Compound_32,RNA
-10.7860985,27.681307,Total,1UUI_Thiethylperazine,RNA
12.533654,31.369564,Total,7TZS_Molecule_7,RNA
-9.109691,36.466537,Total,1PBR_Quinolinyl_DOS_paromomycin_der_3,RNA
-8.036282,36.636547,Total,6P2H_riboguanosine,RNA
-33.823505,18.678349,Total,4XW7,RNA
-33.16959,19.627266,Total,8YAN,RNA
-33.058327,19.658895,Total,"2G9C_2,4,5,6-tetraaminopyrimidine",RNA
-32.991062,19.136131,Total,5XI1_Epirubicin,RNA
-33.737183,19.523169,Total,6FZ0,RNA
-32.517902,18.726316,Total,1PBR_Aminoglycoside_derivative_13,RNA
-33.851242,19.920902,Strat,6VA2_Compound7,RNA
-7.8596697,-17.701675,Total,6DMC_Guanidine,RNA
-7.857013,-17.704626,Total,1EVV_ribostamycin,RNA
-36.7747,-23.034084,Total,4LVZ_dihydrofolate,RNA
7.324023,-41.703434,Total,8QMH,RNA
-13.653051,28.199768,Total,"1PBR_N,4-dimethylquinolin-2-amine",RNA
-36.843086,-22.881828,Total,4K32,RNA
-11.2355385,-25.482214,Total,1PBR_Aminoglycoside_derivative_14,RNA
-11.897237,-17.356192,Total,6UBU_N2-methylguanine,RNA
-10.856396,-17.570288,Total,7TZS_Molecule_35,RNA
-27.201092,31.041946,Strat,4KZD,RNA
-27.241058,31.035088,Total,7TZS_Molecule_9,RNA
-23.334665,16.66775,Total,1EVV_sisomicin,RNA
-27.445593,31.163792,Total,3K1V,RNA
-7.385926,-20.29581,Strat,1PBR_Piperidine_aminoglycoside_16S__A_site_RNA_mimic_5,RNA
-33.537106,-2.903322,Total,2GIS,RNA
-7.6389017,31.771465,Total,4QK9,RNA
-5.491643,28.201406,Total,1PBR_benzimidazole_analog_rRNA_31,RNA
10.443834,5.835268,Total,1UUI_DMA-169,RNA
-5.083903,7.0129848,Strat,1UUI_Yohimbine,RNA
-2.508628,6.683809,Total,1PBR_benzimidazole_analog_rRNA_36,RNA
15.076771,21.366684,Total,3TZR,RNA
-24.474598,-12.780511,Total,1PBR_Piperidine_aminoglycoside_16S__A_site_RNA_mimic_2,RNA
-26.63919,-10.485335,Total,7WIE,RNA
-26.152313,-11.6608925,Total,4FE5_Hypoxanthine,RNA
-23.777542,-10.4463825,Total,1PBR_benzimidazole_analog_rRNA_4,RNA
-24.67985,-11.261043,Strat,7TZT,RNA
-26.14764,-12.777487,Total,1UUI_hydroxymethyl_piperidinyl_propyl,RNA
-26.874765,-11.735213,Total,5LWJ,RNA
-24.947424,-7.918058,Strat,6VA4,RNA
-25.571474,-10.670252,Total,3TZR_Compd_41,RNA
-25.62919,-9.679665,Total,1UUI_DMA-193,RNA
-27.415339,-9.942265,Total,3OWI,RNA
-11.781426,7.320467,Total,"1PBR_6-methyl-3-((4-methyl-1,4-diazepan-1-yl)methyl)-4H-chromen-4-one",RNA
-26.294598,-10.881711,Total,4KQY_S-adenosyl_methionine,RNA
-24.684412,-11.624442,Total,7TZS,RNA
-24.956629,-7.962412,Total,7SXP_Compound_2,RNA
-27.84701,-11.938031,Total,1PBR_benzimidazole_analog_rRNA_3,RNA
-23.143871,-11.921692,Total,8ABD_SYUIQ-5,RNA
12.740816,-13.585396,Total,6VA3,RNA
-32.68038,21.465809,Total,8EYU,RNA
18.416334,-2.6897998,Total,1PBR_benzimidazole_analog_rRNA_38,RNA
-16.242357,5.3333154,Total,1PBR_Aminoglycoside_derivative_15,RNA
31.101095,18.711603,Total,6VA2_Compound1,RNA
23.812693,13.000543,Total,7XD5_Streptomycin,RNA
-16.129486,10.724442,Total,"2G9C_2,4-diaminopyrimidine",RNA
-18.748823,13.280729,Total,1AJU_DMA-180,RNA
-17.024185,12.890491,Total,2QWY,RNA
-16.609741,12.398395,Total,7TZS_Molecule_8,RNA
-18.19644,18.147322,Total,7XD5_dideoxy_Guanosine,RNA
-18.27221,18.002138,Total,4QKA,RNA
-16.420036,11.869412,Total,6VA2_Compound6,RNA
-17.983046,14.189332,Total,1UUI_CMC3_Hoechst33258,RNA
5.8660297,33.304462,Strat,1PBR_Aminoglycoside_derivative_12,RNA
5.8397694,33.300404,Total,1UUD,RNA
-17.650135,9.291257,Total,8ABD_TO,RNA
-17.420753,12.156735,Total,2XNZ,RNA
-17.109047,15.224896,Total,1UUI_SMN2_compound_6,RNA
-15.781559,13.7196865,Total,1PBR_Quinolinyl_DOS_paromomycin_der_2,RNA
24.643103,11.499739,Total,8D28_Compound_33,RNA
-17.662945,9.241223,Total,7TZS_Molecule_6,RNA
-20.91343,11.916976,Total,"1UUI_3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine",RNA
-15.850553,9.562371,Total,2NZ4,RNA
7.4916472,-8.531779,Total,8ABD_BRACO-19,RNA
22.975655,6.6503015,Strat,7TZS_Molecule_1,RNA
1.5900779,-4.10567,Total,1TOB,RNA
0.2733307,1.6119113,Total,8D28_Compound_34,RNA
-0.4502963,1.6684115,Total,1PBR_Edeine_mol,RNA
0.73869294,1.8253384,Total,6VA2_Compound8,RNA
2.0818958,-2.9478433,Total,6N5S,RNA
1.9767632,-3.6329703,Total,1PBR_4-(4-chlorophenyl)-N-(2-(pyrrolidin-1-yl)ethyl)phthalazin-1-amine,RNA
0.46791655,2.3849149,Total,2N0J,RNA
2.0974927,-3.4567647,Total,7SXP_Compound_3,RNA
3.2443874,-3.371004,Total,7TZR,RNA
4.796139,20.411848,Total,6DLT_ppGpp,RNA
-11.892509,28.051754,Strat,3S4P_38,RNA
11.504557,29.10083,Total,1PBR_benzimidazole_analog_rRNA_2,RNA
1.0011705,22.99444,Total,5BTP,RNA
11.835744,29.690094,Total,1J7T,RNA
0.4823221,22.02682,Total,1NTA,RNA
-0.25080323,21.88528,Total,1PBR_benzimidazole_analog_rRNA_39,RNA
-10.041966,-17.7119,Total,6VA2,RNA
-21.502043,-24.737604,Total,3TZR_sisomicin,RNA
-31.977455,-10.067436,Total,1PBR_benzimidazole_analog_rRNA_5,RNA
22.017345,35.922924,Total,7TZU,RNA
23.542276,35.42377,Strat,1F27,RNA
23.9698,36.17429,Total,3TZR_Compd_40,RNA
24.467539,36.72662,Total,1F1T,RNA
23.271278,33.8834,Total,1EVV_5_episisomicin,RNA
22.89029,34.91327,Total,2EES,RNA
25.621962,33.30167,Total,1PBR_3-(1H-benzo[d]imidazol-2-yl)-6-ethyl-7-hydroxy-8-(morpholinomethyl)-4H-chromen-4-one,RNA
23.130163,30.563097,Strat,1PBR_Piperidine_aminoglycoside_16S__A_site_RNA_mimic_3,RNA
23.058964,35.919094,Total,1PBR_benzimidazole_analog_rRNA_37,RNA
23.538876,36.49218,Total,1EVV_Kanamycin_A,RNA
20.235723,36.490456,Total,5XI1_Methyl_green,RNA
23.358477,38.315712,Total,1UUI_CMC2_tetraaminoquinozaline,RNA
24.187155,35.576912,Total,5V3F_TO3-Biotin,RNA
25.490501,37.45313,Total,4QK8,RNA
23.020437,30.46573,Total,4XWF,RNA
23.978254,37.470123,Strat,1PBR_benzimidazole_analog_rRNA_30,RNA
22.966383,37.30725,Total,1PBR_Piperidine_aminoglycoside_16S__A_site_RNA_mimic_4,RNA
25.643843,33.61931,Total,1PBR_Azepane_aminoglycoside_mimic_3,RNA
21.658176,38.165512,Total,5V0O_MPE-Fe(II),RNA
25.14711,39.692013,Total,6UBU_N2-phenoxyacetyl_guanine,RNA
46.192776,-12.853463,Total,3G4M,RNA
23.237764,30.729004,Total,7XD5_Methyl_Guanidinium,RNA
25.857855,36.97027,Total,7XD5_L-arginine_amide,RNA
24.07107,34.833237,Total,4Q9Q_DFHBI,RNA
25.349892,35.072887,Total,1UUI_3_phenothiazine_analog_3,RNA
26.402218,35.892017,Total,6VA2_Mitoxantrone,RNA
26.337454,35.872253,Total,5XI1_Amiloride,RNA
25.592655,39.099636,Total,7RWR_FAD,RNA
25.683775,39.06815,Total,2M4Q,RNA
-14.176382,-23.941128,Total,1UUI_hydroxymethyl_piperidinyl_pentyl,RNA
-42.689804,-18.203154,Total,8D28_Compound_8,RNA
-42.67801,-18.206625,Total,"1UUI_3-(3,7-dimethyl-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine",RNA
-31.971899,-12.696241,Total,6WZR_Compound8,RNA
-25.971992,-16.733088,Total,7XD5_agmatine,RNA
-31.704771,-11.849992,Strat,7WIE_5-methyl-THF,RNA
-31.83507,-10.80285,Total,1EVV_Bisamidinium_2,RNA
-7.3368506,-20.362486,Total,6DLT_Guanidine,RNA
-2.2655847,-24.09456,Total,7ELS,RNA
-20.27374,-5.232627,Total,8D28,RNA
-6.720385,24.344858,Total,1PBR_Acyclic_DOS_mimic_1_biphenyl_substituent,RNA
-7.807562,25.267645,Total,4ZC7,RNA
-7.426497,24.397764,Total,2MXS,RNA
-8.924107,23.035048,Total,7SXP_Hit_S5,RNA
-13.420038,25.790413,Strat,6WZR_Compound1,RNA
-23.202131,8.234214,Total,8D28_Compound_1,RNA
-40.79849,4.2769957,Total,6V9B,RNA
-21.333168,25.899235,Total,5XI1_Quinacrine_Di_Hcl,RNA
-21.216291,25.958021,Total,6E84,RNA
-14.134754,25.885387,Total,4L81,RNA
-15.329792,26.033472,Total,4LVZ_6R-tetrahydrofolate,RNA
-26.11357,10.570696,Total,7Q80,RNA
-16.376623,25.14907,Total,"1PBR_7-(2-(azocan-1-yl)ethyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",RNA
-9.283664,9.539003,Total,8D28_Compound_6,RNA
-7.7033215,22.931202,Strat,4LX6,RNA
-21.810564,8.409192,Total,7Q7X,RNA
-14.471276,25.850815,Total,6UC9,RNA
3.483779,10.687504,Total,3NPQ_adenosine,RNA
-6.058102,21.872246,Total,1PBR_N-(4-bromo-3-methylphenyl)-3-(4-ethylpiperazin-1-yl)propanamide,RNA
-26.017595,10.53392,Total,1PBR_biphenyl_derivative,RNA
-9.097356,22.277836,Total,1UUI_S-Amino_acid_conjugate_14b,RNA
-21.166313,8.521979,Total,1EVV_Hygromycin_B,RNA
-22.710821,8.371019,Total,2KTZ,RNA
-11.9634495,24.907574,Total,7TDB,RNA
-9.484728,20.983885,Total,6UBU_6-chloroguanine,RNA
-25.626064,10.399165,Total,7A3Y_EBRB,RNA
-24.570704,10.125733,Total,7EON,RNA
9.067582,-41.037865,Strat,6BFB_ribocil,RNA
-21.723778,25.45393,Total,8D28_3-methylxanthine,RNA
-21.369675,25.82772,Total,6CK5_ppGpp,RNA
-9.058746,21.591145,Strat,5XI1_Bisantrene,RNA
-25.20868,6.3582397,Total,1PBR_Neamine_derivative_2,RNA
-7.897024,26.2733,Total,6UC7,RNA
-11.410685,26.43836,Total,1PBR_Diamino_piperidinyl_triazine_5,RNA
-4.065255,-5.4565554,Total,5XI1_9-amino_Acridine,RNA
-4.098924,-5.477538,Total,3NPQ,RNA
-10.267241,25.437752,Strat,1PBR_Heterocyclic_paromomycin_derivative_1,RNA
-6.068508,17.725397,Total,6QIS,RNA
-25.170937,32.07831,Total,7EOI,RNA
-16.993242,-20.041117,Total,8D2A,RNA
0.8289833,-26.065746,Total,1QD3,RNA
-17.190235,-19.739397,Total,1PBR_Diamino_piperidinyl_triazine_2,RNA
7.0080957,-41.426624,Total,1PBR_Neamine_derivative_5,RNA
-4.640296,18.389208,Total,4FRG,RNA
-3.8398595,17.036562,Total,"1PBR_7-benzyl-3-methyl-8-(piperazin-1-yl)-1H-purine-2,6(3H,7H)-dione",RNA
-5.196465,17.898779,Total,7XD5_N-Acetyl-L-arginine,RNA
-5.126713,17.90368,Total,6V9D,RNA
15.97372,21.25574,Total,6WZR_Compound7,RNA
-3.7545788,16.985033,Total,8D28_Compound_7,RNA
-6.798775,-17.680492,Total,6DN1,RNA
6.9058805,-9.193749,Total,3FU2,RNA
12.941348,39.925304,Total,2GIS_SAM,RNA
-24.081095,-16.39915,Total,"1UUI_N,N-dimethyl-3-(3-methyl-10H-phenothiazin-10-yl)propan-1-amine",RNA
-2.1935086,-23.425966,Total,1UUI_Quinoxaline_3,RNA
-1.9336421,-22.182816,Total,"1PBR_1-(2,4-dimethoxybenzyl)-4-methyl-1,4-diazepane",RNA
-2.5374281,-23.778423,Total,6HAG,RNA
12.486117,40.169853,Total,7SXP,RNA
-35.425724,-30.167185,Strat,9CPD,RNA
-16.432877,-20.099512,Total,7SXP_NRAS_SAR_3,RNA
-37.03872,-23.920584,Total,8D28_hypoxanthine,RNA
-35.518658,-29.941687,Total,1UUI_3_phenothiazine_analog_2,RNA
-36.37013,-29.869923,Total,2ET8,RNA
-37.328163,-24.033873,Total,6UBU_O6-methylguanine,RNA
-37.48681,-23.78332,Total,4FRN,RNA
-36.190125,-18.820969,Total,5BJO,RNA
-36.14094,-18.876835,Total,4W92,RNA
-36.577244,-29.775127,Strat,6QIR,RNA
-38.457256,-23.53721,Total,2B57_Guanine,RNA
-17.254555,-34.835506,Total,6HBT,RNA
1.4494653,19.965967,Total,3GCA,RNA
1.6003036,21.38467,Total,1UUI_chloro_piperidine_propyl_der,RNA
-7.029947,32.09388,Total,1PBR_Neamine_derivative_4,RNA
-7.109437,32.40389,Total,1PBR_Diamino_piperidinyl_triazine_3,RNA
2.7956161,19.382217,Total,"1PBR_1,3-bis(piperidin-1-ylmethyl)imidazolidine-2-thione",RNA
15.524613,30.759113,Total,3NPQ_SAM,RNA
21.624142,22.865196,Total,7RWR_riboflavin,RNA
15.372464,30.533285,Strat,7EOO,RNA
15.535726,30.690283,Total,1PBR_Diamino_piperidinyl_triazine_4,RNA
-6.628992,-0.8905993,Total,1PBR_Neamine_derivative_3,RNA
-6.5354457,-0.3967748,Total,7TD7_MDP,RNA
-5.224615,-0.5167831,Total,6E1V,RNA
-5.570262,-0.5599591,Total,1UUI_Compound_3cb,RNA
-6.758824,-1.528512,Total,1UUI_Trifluoperazine,RNA
-0.30833134,-23.849888,Total,6UC8,RNA
-0.7420338,-25.465824,Total,"6UBU_N6-cyclopropyl-9H-purine-2,6-diamine",RNA
-0.25530583,-24.947735,Total,1PBR_Ligand1_16S_A-site_RNA,RNA
